日期,日期性质,等待时长区间,该时长对应病例数
2024-02-05,周一,3:00-3:30,1
2024-02-06,周二,0:00-0:30,17
2024-02-06,周二,0:30-1:00,39
2024-02-06,周二,1:00-1:30,5
2024-02-06,周二,1:30-2:00,3
2024-02-06,周二,2:00-2:30,1
2024-02-07,周三,0:00-0:30,28
2024-02-07,周三,0:30-1:00,15
2024-02-07,周三,1:00-1:30,2
2024-02-07,周三,>4:00,1
2024-02-08,周四,0:00-0:30,19
2024-02-08,周四,0:30-1:00,22
2024-02-08,周四,1:00-1:30,6
2024-02-08,周四,1:30-2:00,2
2024-02-18,周日,0:00-0:30,14
2024-02-18,周日,0:30-1:00,15
2024-02-18,周日,1:00-1:30,19
2024-02-18,周日,1:30-2:00,28
2024-02-18,周日,2:00-2:30,13
2024-02-18,周日,2:30-3:00,15
2024-02-18,周日,3:00-3:30,8
2024-02-18,周日,3:30-4:00,4
2024-02-18,周日,>4:00,1
2024-02-19,周一,0:00-0:30,22
2024-02-19,周一,0:30-1:00,27
2024-02-19,周一,1:00-1:30,17
2024-02-19,周一,1:30-2:00,4
2024-02-19,周一,2:00-2:30,3
2024-02-19,周一,2:30-3:00,3
2024-02-19,周一,3:00-3:30,1
2024-02-19,周一,>4:00,2
2024-02-20,周二,0:00-0:30,12
2024-02-20,周二,0:30-1:00,26
2024-02-20,周二,1:00-1:30,19
2024-02-20,周二,1:30-2:00,17
2024-02-20,周二,2:00-2:30,6
2024-02-20,周二,2:30-3:00,2
2024-02-20,周二,3:30-4:00,2
2024-02-21,周三,0:00-0:30,17
2024-02-21,周三,0:30-1:00,25
2024-02-21,周三,1:00-1:30,14
2024-02-21,周三,1:30-2:00,1
2024-02-21,周三,2:30-3:00,1
2024-02-22,周四,0:00-0:30,20
2024-02-22,周四,0:30-1:00,39
2024-02-22,周四,1:00-1:30,12
2024-02-22,周四,1:30-2:00,1
2024-02-22,周四,2:00-2:30,1
2024-02-22,周四,>4:00,2
2024-02-23,周五,0:00-0:30,11
2024-02-23,周五,0:30-1:00,22
2024-02-23,周五,1:00-1:30,24
2024-02-23,周五,1:30-2:00,7
2024-02-23,周五,2:00-2:30,5
2024-02-23,周五,2:30-3:00,4
2024-02-23,周五,>4:00,1
2024-02-24,周六,0:00-0:30,15
2024-02-24,周六,0:30-1:00,23
2024-02-24,周六,1:00-1:30,40
2024-02-24,周六,1:30-2:00,16
2024-02-24,周六,2:00-2:30,4
2024-02-24,周六,2:30-3:00,4
2024-02-24,周六,3:00-3:30,5
2024-02-24,周六,3:30-4:00,5
2024-02-24,周六,>4:00,6
2024-02-25,周日,0:00-0:30,22
2024-02-25,周日,0:30-1:00,42
2024-02-25,周日,1:00-1:30,27
2024-02-25,周日,1:30-2:00,20
2024-02-25,周日,2:00-2:30,6
2024-02-25,周日,2:30-3:00,2
2024-02-25,周日,3:00-3:30,2
2024-02-25,周日,>4:00,2
2024-02-26,周一,0:00-0:30,13
2024-02-26,周一,0:30-1:00,27
2024-02-26,周一,1:00-1:30,15
2024-02-26,周一,1:30-2:00,8
2024-02-26,周一,2:00-2:30,1
2024-02-26,周一,2:30-3:00,2
2024-02-26,周一,3:00-3:30,1
2024-02-26,周一,3:30-4:00,1
2024-02-26,周一,>4:00,1
2024-02-27,周二,0:00-0:30,41
2024-02-27,周二,0:30-1:00,24
2024-02-27,周二,1:00-1:30,2
2024-02-27,周二,1:30-2:00,1
2024-02-27,周二,3:00-3:30,2
2024-02-27,周二,3:30-4:00,1
2024-02-28,周三,0:00-0:30,23
2024-02-28,周三,0:30-1:00,34
2024-02-28,周三,1:00-1:30,10
2024-02-28,周三,1:30-2:00,2
2024-02-28,周三,2:00-2:30,1
2024-02-28,周三,>4:00,1
2024-02-29,周四,0:00-0:30,26
2024-02-29,周四,0:30-1:00,20
2024-02-29,周四,1:00-1:30,12
2024-02-29,周四,2:00-2:30,2
2024-03-01,周五,0:00-0:30,30
2024-03-01,周五,0:30-1:00,36
2024-03-01,周五,1:00-1:30,15
2024-03-01,周五,1:30-2:00,5
2024-03-01,周五,2:00-2:30,1
2024-03-01,周五,>4:00,5
2024-03-02,周六,0:00-0:30,15
2024-03-02,周六,0:30-1:00,56
2024-03-02,周六,1:00-1:30,22
2024-03-02,周六,1:30-2:00,11
2024-03-02,周六,2:00-2:30,2
2024-03-02,周六,2:30-3:00,3
2024-03-02,周六,3:00-3:30,2
2024-03-02,周六,3:30-4:00,1
2024-03-02,周六,>4:00,1
2024-03-03,周日,0:00-0:30,16
2024-03-03,周日,0:30-1:00,48
2024-03-03,周日,1:00-1:30,24
2024-03-03,周日,1:30-2:00,7
2024-03-03,周日,2:00-2:30,11
2024-03-03,周日,2:30-3:00,1
2024-03-03,周日,>4:00,4
2024-03-04,周一,0:00-0:30,17
2024-03-04,周一,0:30-1:00,29
2024-03-04,周一,1:00-1:30,6
2024-03-04,周一,1:30-2:00,2
2024-03-04,周一,2:00-2:30,3
2024-03-04,周一,2:30-3:00,2
2024-03-04,周一,>4:00,2
2024-03-05,周二,0:00-0:30,24
2024-03-05,周二,0:30-1:00,27
2024-03-05,周二,1:00-1:30,14
2024-03-05,周二,1:30-2:00,3
2024-03-05,周二,2:00-2:30,3
2024-03-05,周二,2:30-3:00,3
2024-03-05,周二,3:00-3:30,2
2024-03-06,周三,0:00-0:30,13
2024-03-06,周三,0:30-1:00,20
2024-03-06,周三,1:00-1:30,19
2024-03-06,周三,1:30-2:00,10
2024-03-06,周三,2:00-2:30,7
2024-03-06,周三,2:30-3:00,3
2024-03-06,周三,3:00-3:30,2
2024-03-06,周三,>4:00,1
2024-03-07,周四,0:00-0:30,25
2024-03-07,周四,0:30-1:00,25
2024-03-07,周四,1:00-1:30,11
2024-03-07,周四,3:30-4:00,1
2024-03-08,周五,0:00-0:30,28
2024-03-08,周五,0:30-1:00,30
2024-03-08,周五,1:00-1:30,18
2024-03-08,周五,1:30-2:00,6
2024-03-08,周五,>4:00,4
2024-03-09,周六,0:00-0:30,9
2024-03-09,周六,0:30-1:00,37
2024-03-09,周六,1:00-1:30,31
2024-03-09,周六,1:30-2:00,22
2024-03-09,周六,2:00-2:30,9
2024-03-09,周六,2:30-3:00,2
2024-03-09,周六,3:00-3:30,1
2024-03-09,周六,>4:00,5
2024-03-10,周日,0:00-0:30,32
2024-03-10,周日,0:30-1:00,41
2024-03-10,周日,1:00-1:30,14
2024-03-10,周日,1:30-2:00,10
2024-03-10,周日,2:00-2:30,1
2024-03-11,周一,0:00-0:30,26
2024-03-11,周一,0:30-1:00,18
2024-03-11,周一,1:00-1:30,6
2024-03-11,周一,1:30-2:00,2
2024-03-11,周一,3:30-4:00,1
2024-03-12,周二,0:00-0:30,10
2024-03-12,周二,0:30-1:00,28
2024-03-12,周二,1:00-1:30,27
2024-03-12,周二,1:30-2:00,8
2024-03-12,周二,2:00-2:30,1
2024-03-12,周二,>4:00,4
2024-03-13,周三,0:00-0:30,25
2024-03-13,周三,0:30-1:00,28
2024-03-13,周三,1:00-1:30,9
2024-03-13,周三,1:30-2:00,5
2024-03-14,周四,0:00-0:30,24
2024-03-14,周四,0:30-1:00,23
2024-03-14,周四,1:00-1:30,12
2024-03-14,周四,2:30-3:00,2
2024-03-14,周四,3:30-4:00,1
2024-03-14,周四,>4:00,1
2024-03-15,周五,0:00-0:30,20
2024-03-15,周五,0:30-1:00,21
2024-03-15,周五,1:00-1:30,18
2024-03-15,周五,1:30-2:00,7
2024-03-15,周五,2:00-2:30,3
2024-03-15,周五,2:30-3:00,2
2024-03-15,周五,>4:00,1
2024-03-16,周六,0:00-0:30,28
2024-03-16,周六,0:30-1:00,53
2024-03-16,周六,1:00-1:30,20
2024-03-16,周六,1:30-2:00,2
2024-03-16,周六,3:30-4:00,2
2024-03-17,周日,0:00-0:30,12
2024-03-17,周日,0:30-1:00,31
2024-03-17,周日,1:00-1:30,19
2024-03-17,周日,1:30-2:00,39
2024-03-17,周日,2:00-2:30,9
2024-03-17,周日,2:30-3:00,9
2024-03-17,周日,3:00-3:30,3
2024-03-17,周日,>4:00,3
2024-03-18,周一,0:00-0:30,24
2024-03-18,周一,0:30-1:00,24
2024-03-18,周一,1:00-1:30,14
2024-03-18,周一,1:30-2:00,4
2024-03-18,周一,2:00-2:30,2
2024-03-18,周一,2:30-3:00,1
2024-03-19,周二,0:00-0:30,17
2024-03-19,周二,0:30-1:00,38
2024-03-19,周二,1:00-1:30,13
2024-03-19,周二,1:30-2:00,1
2024-03-19,周二,2:00-2:30,1
2024-03-20,周三,0:00-0:30,8
2024-03-20,周三,0:30-1:00,20
2024-03-20,周三,1:00-1:30,14
2024-03-20,周三,1:30-2:00,12
2024-03-20,周三,2:00-2:30,6
2024-03-20,周三,2:30-3:00,2
2024-03-20,周三,3:00-3:30,1
2024-03-20,周三,>4:00,1
2024-03-21,周四,0:00-0:30,28
2024-03-21,周四,0:30-1:00,24
2024-03-21,周四,1:00-1:30,3
2024-03-21,周四,1:30-2:00,1
2024-03-21,周四,2:00-2:30,2
2024-03-21,周四,>4:00,1
2024-03-22,周五,0:00-0:30,7
2024-03-22,周五,0:30-1:00,15
2024-03-22,周五,1:00-1:30,21
2024-03-22,周五,1:30-2:00,13
2024-03-22,周五,2:00-2:30,11
2024-03-22,周五,2:30-3:00,4
2024-03-22,周五,3:00-3:30,2
2024-03-22,周五,3:30-4:00,1
2024-03-22,周五,>4:00,1
2024-03-23,周六,0:00-0:30,11
2024-03-23,周六,0:30-1:00,38
2024-03-23,周六,1:00-1:30,43
2024-03-23,周六,1:30-2:00,16
2024-03-23,周六,2:00-2:30,8
2024-03-23,周六,2:30-3:00,1
2024-03-23,周六,3:30-4:00,2
2024-03-23,周六,>4:00,1
2024-03-24,周日,0:00-0:30,24
2024-03-24,周日,0:30-1:00,38
2024-03-24,周日,1:00-1:30,16
2024-03-24,周日,1:30-2:00,6
2024-03-24,周日,2:00-2:30,2
2024-03-24,周日,3:00-3:30,2
2024-03-24,周日,3:30-4:00,1
2024-03-25,周一,0:00-0:30,17
2024-03-25,周一,0:30-1:00,20
2024-03-25,周一,1:00-1:30,15
2024-03-25,周一,1:30-2:00,5
2024-03-25,周一,2:00-2:30,2
2024-03-25,周一,>4:00,1
2024-03-26,周二,0:00-0:30,18
2024-03-26,周二,0:30-1:00,24
2024-03-26,周二,1:00-1:30,17
2024-03-26,周二,1:30-2:00,10
2024-03-26,周二,2:00-2:30,4
2024-03-27,周三,0:00-0:30,16
2024-03-27,周三,0:30-1:00,17
2024-03-27,周三,1:00-1:30,11
2024-03-27,周三,1:30-2:00,7
2024-03-27,周三,2:00-2:30,2
2024-03-27,周三,>4:00,1
2024-03-28,周四,0:00-0:30,22
2024-03-28,周四,0:30-1:00,18
2024-03-28,周四,1:00-1:30,2
2024-03-28,周四,1:30-2:00,1
2024-03-29,周五,0:00-0:30,17
2024-03-29,周五,0:30-1:00,38
2024-03-29,周五,1:00-1:30,11
2024-03-29,周五,1:30-2:00,3
2024-03-29,周五,2:30-3:00,1
2024-03-29,周五,3:00-3:30,1
2024-03-29,周五,>4:00,1
2024-03-30,周六,0:00-0:30,37
2024-03-30,周六,0:30-1:00,45
2024-03-30,周六,1:00-1:30,6
2024-03-30,周六,1:30-2:00,6
2024-03-30,周六,3:00-3:30,1
2024-03-30,周六,>4:00,1
2024-03-31,周日,0:00-0:30,12
2024-03-31,周日,0:30-1:00,11
2024-03-31,周日,1:00-1:30,19
2024-03-31,周日,1:30-2:00,18
2024-03-31,周日,2:00-2:30,22
2024-03-31,周日,2:30-3:00,14
2024-03-31,周日,3:00-3:30,9
2024-03-31,周日,3:30-4:00,7
2024-03-31,周日,>4:00,1
2024-04-01,周一,0:00-0:30,15
2024-04-01,周一,0:30-1:00,21
2024-04-01,周一,1:00-1:30,15
2024-04-01,周一,1:30-2:00,4
2024-04-01,周一,2:30-3:00,2
2024-04-01,周一,>4:00,1
2024-04-02,周二,0:00-0:30,40
2024-04-02,周二,0:30-1:00,17
2024-04-02,周二,1:00-1:30,8
2024-04-02,周二,1:30-2:00,1
2024-04-02,周二,2:00-2:30,1
2024-04-02,周二,2:30-3:00,1
2024-04-02,周二,3:30-4:00,1
2024-04-02,周二,>4:00,1
2024-04-03,周三,0:00-0:30,27
2024-04-03,周三,0:30-1:00,28
2024-04-03,周三,1:00-1:30,14
2024-04-03,周三,2:00-2:30,1
2024-04-03,周三,2:30-3:00,1
2024-04-03,周三,3:00-3:30,1
2024-04-03,周三,>4:00,3
2024-04-04,周四,0:00-0:30,10
2024-04-04,周四,0:30-1:00,17
2024-04-04,周四,1:00-1:30,32
2024-04-04,周四,1:30-2:00,24
2024-04-04,周四,2:00-2:30,11
2024-04-04,周四,2:30-3:00,8
2024-04-04,周四,3:00-3:30,2
2024-04-04,周四,>4:00,2
2024-04-05,周五,0:00-0:30,16
2024-04-05,周五,0:30-1:00,21
2024-04-05,周五,1:00-1:30,25
2024-04-05,周五,1:30-2:00,28
2024-04-05,周五,2:00-2:30,7
2024-04-05,周五,2:30-3:00,6
2024-04-05,周五,3:00-3:30,7
2024-04-06,周六,0:00-0:30,19
2024-04-06,周六,0:30-1:00,49
2024-04-06,周六,1:00-1:30,25
2024-04-06,周六,1:30-2:00,7
2024-04-06,周六,>4:00,1
2024-04-07,周日,0:00-0:30,28
2024-04-07,周日,0:30-1:00,26
2024-04-07,周日,1:00-1:30,14
2024-04-07,周日,1:30-2:00,4
2024-04-07,周日,2:30-3:00,1
2024-04-07,周日,3:00-3:30,1
2024-04-08,周一,0:00-0:30,12
2024-04-08,周一,0:30-1:00,31
2024-04-08,周一,1:00-1:30,19
2024-04-08,周一,1:30-2:00,3
2024-04-08,周一,2:00-2:30,2
2024-04-08,周一,3:00-3:30,1
2024-04-08,周一,3:30-4:00,1
2024-04-09,周二,0:00-0:30,22
2024-04-09,周二,0:30-1:00,33
2024-04-09,周二,1:00-1:30,5
2024-04-09,周二,1:30-2:00,4
2024-04-09,周二,>4:00,2
2024-04-10,周三,0:00-0:30,19
2024-04-10,周三,0:30-1:00,26
2024-04-10,周三,1:00-1:30,15
2024-04-10,周三,1:30-2:00,3
2024-04-10,周三,2:00-2:30,3
2024-04-10,周三,2:30-3:00,1
2024-04-10,周三,>4:00,3
2024-04-11,周四,0:00-0:30,25
2024-04-11,周四,0:30-1:00,31
2024-04-11,周四,1:00-1:30,4
2024-04-11,周四,1:30-2:00,1
2024-04-12,周五,0:00-0:30,12
2024-04-12,周五,0:30-1:00,22
2024-04-12,周五,1:00-1:30,23
2024-04-12,周五,1:30-2:00,10
2024-04-12,周五,2:00-2:30,1
2024-04-12,周五,2:30-3:00,3
2024-04-12,周五,3:00-3:30,3
2024-04-12,周五,>4:00,2
2024-04-13,周六,0:00-0:30,14
2024-04-13,周六,0:30-1:00,27
2024-04-13,周六,1:00-1:30,28
2024-04-13,周六,1:30-2:00,17
2024-04-13,周六,2:00-2:30,12
2024-04-13,周六,2:30-3:00,2
2024-04-13,周六,>4:00,3
2024-04-14,周日,0:00-0:30,20
2024-04-14,周日,0:30-1:00,26
2024-04-14,周日,1:00-1:30,36
2024-04-14,周日,1:30-2:00,17
2024-04-14,周日,2:00-2:30,12
2024-04-14,周日,2:30-3:00,6
2024-04-15,周一,0:00-0:30,10
2024-04-15,周一,0:30-1:00,28
2024-04-15,周一,1:00-1:30,18
2024-04-15,周一,1:30-2:00,12
2024-04-15,周一,2:00-2:30,8
2024-04-15,周一,2:30-3:00,1
2024-04-15,周一,3:00-3:30,1
2024-04-15,周一,>4:00,3
2024-04-16,周二,0:00-0:30,35
2024-04-16,周二,0:30-1:00,21
2024-04-16,周二,1:00-1:30,13
2024-04-16,周二,1:30-2:00,2
2024-04-16,周二,2:00-2:30,1
2024-04-16,周二,2:30-3:00,2
2024-04-16,周二,>4:00,1
2024-04-17,周三,0:00-0:30,14
2024-04-17,周三,0:30-1:00,29
2024-04-17,周三,1:00-1:30,13
2024-04-17,周三,1:30-2:00,10
2024-04-17,周三,2:00-2:30,1
2024-04-17,周三,2:30-3:00,2
2024-04-17,周三,>4:00,1
2024-04-18,周四,0:00-0:30,13
2024-04-18,周四,0:30-1:00,37
2024-04-18,周四,1:00-1:30,25
2024-04-18,周四,1:30-2:00,3
2024-04-18,周四,2:00-2:30,3
2024-04-18,周四,2:30-3:00,2
2024-04-18,周四,>4:00,1
2024-04-19,周五,0:00-0:30,29
2024-04-19,周五,0:30-1:00,19
2024-04-19,周五,1:00-1:30,10
2024-04-19,周五,1:30-2:00,5
2024-04-19,周五,2:00-2:30,3
2024-04-19,周五,>4:00,1
2024-04-20,周六,0:00-0:30,9
2024-04-20,周六,0:30-1:00,28
2024-04-20,周六,1:00-1:30,35
2024-04-20,周六,1:30-2:00,15
2024-04-20,周六,2:00-2:30,17
2024-04-20,周六,2:30-3:00,4
2024-04-20,周六,3:00-3:30,1
2024-04-20,周六,3:30-4:00,2
2024-04-20,周六,>4:00,1
2024-04-21,周日,0:00-0:30,16
2024-04-21,周日,0:30-1:00,46
2024-04-21,周日,1:00-1:30,16
2024-04-21,周日,1:30-2:00,2
2024-04-21,周日,2:00-2:30,1
2024-04-21,周日,3:00-3:30,1
2024-04-21,周日,3:30-4:00,1
2024-04-21,周日,>4:00,1
2024-04-22,周一,0:00-0:30,17
2024-04-22,周一,0:30-1:00,22
2024-04-22,周一,1:00-1:30,11
2024-04-22,周一,1:30-2:00,3
2024-04-22,周一,2:00-2:30,3
2024-04-22,周一,3:00-3:30,1
2024-04-22,周一,3:30-4:00,1
2024-04-22,周一,>4:00,1
2024-04-23,周二,0:00-0:30,19
2024-04-23,周二,0:30-1:00,29
2024-04-23,周二,1:00-1:30,8
2024-04-23,周二,1:30-2:00,3
2024-04-23,周二,2:00-2:30,3
2024-04-23,周二,2:30-3:00,1
2024-04-23,周二,3:30-4:00,1
2024-04-23,周二,>4:00,1
2024-04-24,周三,0:00-0:30,18
2024-04-24,周三,0:30-1:00,34
2024-04-24,周三,1:00-1:30,24
2024-04-24,周三,1:30-2:00,8
2024-04-24,周三,2:00-2:30,5
2024-04-24,周三,2:30-3:00,1
2024-04-24,周三,3:00-3:30,1
2024-04-24,周三,3:30-4:00,1
2024-04-24,周三,>4:00,3
2024-04-25,周四,0:00-0:30,20
2024-04-25,周四,0:30-1:00,30
2024-04-25,周四,1:00-1:30,13
2024-04-25,周四,1:30-2:00,9
2024-04-25,周四,2:00-2:30,3
2024-04-25,周四,2:30-3:00,1
2024-04-25,周四,3:30-4:00,1
2024-04-25,周四,>4:00,1
2024-04-26,周五,0:00-0:30,23
2024-04-26,周五,0:30-1:00,30
2024-04-26,周五,1:00-1:30,10
2024-04-26,周五,1:30-2:00,5
2024-04-26,周五,2:00-2:30,1
2024-04-26,周五,3:00-3:30,1
2024-04-26,周五,3:30-4:00,2
2024-04-27,周六,0:00-0:30,10
2024-04-27,周六,0:30-1:00,33
2024-04-27,周六,1:00-1:30,16
2024-04-27,周六,1:30-2:00,32
2024-04-27,周六,2:00-2:30,14
2024-04-27,周六,3:00-3:30,3
2024-04-27,周六,3:30-4:00,1
2024-04-28,周日,0:00-0:30,9
2024-04-28,周日,0:30-1:00,22
2024-04-28,周日,1:00-1:30,10
2024-04-28,周日,1:30-2:00,26
2024-04-28,周日,2:00-2:30,14
2024-04-28,周日,2:30-3:00,10
2024-04-28,周日,>4:00,2
2024-04-29,周一,0:00-0:30,19
2024-04-29,周一,0:30-1:00,28
2024-04-29,周一,1:00-1:30,17
2024-04-29,周一,1:30-2:00,3
2024-04-29,周一,3:00-3:30,1
2024-04-30,周二,0:00-0:30,9
2024-04-30,周二,0:30-1:00,17
2024-04-30,周二,1:00-1:30,22
2024-04-30,周二,1:30-2:00,15
2024-04-30,周二,2:00-2:30,6
2024-04-30,周二,3:30-4:00,1
2024-05-01,周三,0:00-0:30,30
2024-05-01,周三,0:30-1:00,22
2024-05-01,周三,1:00-1:30,16
2024-05-01,周三,1:30-2:00,10
2024-05-01,周三,2:30-3:00,2
2024-05-01,周三,3:30-4:00,1
2024-05-02,周四,0:00-0:30,28
2024-05-02,周四,0:30-1:00,35
2024-05-02,周四,1:00-1:30,5
2024-05-02,周四,2:30-3:00,1
2024-05-02,周四,3:00-3:30,1
2024-05-03,周五,0:00-0:30,22
2024-05-03,周五,0:30-1:00,37
2024-05-03,周五,1:00-1:30,17
2024-05-03,周五,1:30-2:00,6
2024-05-03,周五,2:00-2:30,1
2024-05-03,周五,>4:00,1
2024-05-04,周六,0:00-0:30,20
2024-05-04,周六,0:30-1:00,51
2024-05-04,周六,1:00-1:30,30
2024-05-04,周六,1:30-2:00,3
2024-05-04,周六,2:00-2:30,2
2024-05-04,周六,>4:00,2
2024-05-05,周日,0:00-0:30,18
2024-05-05,周日,0:30-1:00,43
2024-05-05,周日,1:00-1:30,30
2024-05-05,周日,1:30-2:00,7
2024-05-05,周日,2:00-2:30,2
2024-05-05,周日,3:00-3:30,3
2024-05-05,周日,>4:00,2
2024-05-06,周一,0:00-0:30,13
2024-05-06,周一,0:30-1:00,35
2024-05-06,周一,1:00-1:30,18
2024-05-06,周一,1:30-2:00,2
2024-05-06,周一,>4:00,2
2024-05-07,周二,0:00-0:30,9
2024-05-07,周二,0:30-1:00,17
2024-05-07,周二,1:00-1:30,31
2024-05-07,周二,1:30-2:00,13
2024-05-07,周二,2:00-2:30,11
2024-05-07,周二,2:30-3:00,5
2024-05-07,周二,>4:00,3
2024-05-08,周三,0:00-0:30,8
2024-05-08,周三,0:30-1:00,20
2024-05-08,周三,1:00-1:30,18
2024-05-08,周三,1:30-2:00,10
2024-05-08,周三,2:00-2:30,3
2024-05-08,周三,2:30-3:00,7
2024-05-08,周三,3:00-3:30,1
2024-05-08,周三,>4:00,2
2024-05-09,周四,0:00-0:30,21
2024-05-09,周四,0:30-1:00,47
2024-05-09,周四,1:00-1:30,15
2024-05-09,周四,2:00-2:30,1
2024-05-09,周四,>4:00,2
2024-05-10,周五,0:00-0:30,18
2024-05-10,周五,0:30-1:00,28
2024-05-10,周五,1:00-1:30,11
2024-05-10,周五,1:30-2:00,4
2024-05-10,周五,2:00-2:30,1
2024-05-10,周五,2:30-3:00,1
2024-05-10,周五,3:30-4:00,1
2024-05-10,周五,>4:00,1
2024-05-11,周六,0:00-0:30,22
2024-05-11,周六,0:30-1:00,26
2024-05-11,周六,1:00-1:30,25
2024-05-11,周六,1:30-2:00,6
2024-05-11,周六,2:00-2:30,2
2024-05-11,周六,2:30-3:00,2
2024-05-11,周六,>4:00,1
2024-05-12,周日,0:00-0:30,25
2024-05-12,周日,0:30-1:00,30
2024-05-12,周日,1:00-1:30,41
2024-05-12,周日,1:30-2:00,21
2024-05-12,周日,2:00-2:30,9
2024-05-12,周日,2:30-3:00,8
2024-05-12,周日,3:00-3:30,1
2024-05-12,周日,3:30-4:00,1
2024-05-12,周日,>4:00,2
2024-05-13,周一,0:00-0:30,16
2024-05-13,周一,0:30-1:00,26
2024-05-13,周一,1:00-1:30,26
2024-05-13,周一,1:30-2:00,16
2024-05-13,周一,2:30-3:00,3
2024-05-13,周一,3:00-3:30,1
2024-05-13,周一,>4:00,3
2024-05-14,周二,0:00-0:30,11
2024-05-14,周二,0:30-1:00,34
2024-05-14,周二,1:00-1:30,16
2024-05-14,周二,1:30-2:00,9
2024-05-14,周二,2:00-2:30,4
2024-05-14,周二,2:30-3:00,5
2024-05-15,周三,0:00-0:30,19
2024-05-15,周三,0:30-1:00,38
2024-05-15,周三,1:00-1:30,15
2024-05-15,周三,1:30-2:00,3
2024-05-15,周三,2:00-2:30,3
2024-05-15,周三,>4:00,1
2024-05-16,周四,0:00-0:30,27
2024-05-16,周四,0:30-1:00,27
2024-05-16,周四,1:00-1:30,2
2024-05-16,周四,1:30-2:00,1
2024-05-16,周四,3:00-3:30,2
2024-05-16,周四,>4:00,1
2024-05-17,周五,0:00-0:30,11
2024-05-17,周五,0:30-1:00,30
2024-05-17,周五,1:00-1:30,19
2024-05-17,周五,1:30-2:00,5
2024-05-17,周五,2:00-2:30,7
2024-05-17,周五,2:30-3:00,1
2024-05-17,周五,>4:00,1
2024-05-18,周六,0:00-0:30,29
2024-05-18,周六,0:30-1:00,49
2024-05-18,周六,1:00-1:30,15
2024-05-18,周六,1:30-2:00,3
2024-05-18,周六,>4:00,1
2024-05-19,周日,0:00-0:30,15
2024-05-19,周日,0:30-1:00,21
2024-05-19,周日,1:00-1:30,23
2024-05-19,周日,1:30-2:00,38
2024-05-19,周日,2:00-2:30,23
2024-05-19,周日,2:30-3:00,13
2024-05-19,周日,3:00-3:30,2
2024-05-19,周日,3:30-4:00,2
2024-05-19,周日,>4:00,4
2024-05-20,周一,0:00-0:30,22
2024-05-20,周一,0:30-1:00,30
2024-05-20,周一,1:00-1:30,14
2024-05-20,周一,1:30-2:00,5
2024-05-20,周一,2:00-2:30,2
2024-05-21,周二,0:00-0:30,21
2024-05-21,周二,0:30-1:00,36
2024-05-21,周二,1:00-1:30,11
2024-05-21,周二,1:30-2:00,3
2024-05-21,周二,2:00-2:30,6
2024-05-21,周二,>4:00,1
2024-05-22,周三,0:00-0:30,25
2024-05-22,周三,0:30-1:00,21
2024-05-22,周三,1:00-1:30,8
2024-05-22,周三,1:30-2:00,1
2024-05-22,周三,2:00-2:30,1
2024-05-22,周三,2:30-3:00,1
2024-05-22,周三,>4:00,1
2024-05-23,周四,0:00-0:30,18
2024-05-23,周四,0:30-1:00,21
2024-05-23,周四,1:00-1:30,14
2024-05-23,周四,1:30-2:00,3
2024-05-23,周四,2:00-2:30,5
2024-05-23,周四,>4:00,3
2024-05-24,周五,0:00-0:30,9
2024-05-24,周五,0:30-1:00,34
2024-05-24,周五,1:00-1:30,16
2024-05-24,周五,1:30-2:00,2
2024-05-24,周五,2:00-2:30,3
2024-05-24,周五,2:30-3:00,1
2024-05-24,周五,3:00-3:30,1
2024-05-24,周五,>4:00,1
2024-05-25,周六,0:00-0:30,42
2024-05-25,周六,0:30-1:00,40
2024-05-25,周六,1:00-1:30,21
2024-05-25,周六,1:30-2:00,11
2024-05-25,周六,2:00-2:30,7
2024-05-26,周日,0:00-0:30,12
2024-05-26,周日,0:30-1:00,29
2024-05-26,周日,1:00-1:30,37
2024-05-26,周日,1:30-2:00,19
2024-05-26,周日,2:00-2:30,10
2024-05-26,周日,2:30-3:00,7
2024-05-26,周日,3:00-3:30,1
2024-05-26,周日,>4:00,3
2024-05-27,周一,0:00-0:30,9
2024-05-27,周一,0:30-1:00,29
2024-05-27,周一,1:00-1:30,35
2024-05-27,周一,1:30-2:00,9
2024-05-27,周一,2:00-2:30,7
2024-05-27,周一,3:00-3:30,2
2024-05-27,周一,>4:00,5
2024-05-28,周二,0:00-0:30,24
2024-05-28,周二,0:30-1:00,20
2024-05-28,周二,1:00-1:30,23
2024-05-28,周二,1:30-2:00,6
2024-05-28,周二,2:00-2:30,6
2024-05-28,周二,2:30-3:00,2
2024-05-28,周二,3:30-4:00,1
2024-05-29,周三,0:00-0:30,27
2024-05-29,周三,0:30-1:00,23
2024-05-29,周三,1:00-1:30,13
2024-05-29,周三,1:30-2:00,6
2024-05-29,周三,2:00-2:30,1
2024-05-29,周三,3:00-3:30,2
2024-05-30,周四,0:00-0:30,25
2024-05-30,周四,0:30-1:00,23
2024-05-30,周四,1:00-1:30,13
2024-05-30,周四,1:30-2:00,1
2024-05-30,周四,2:30-3:00,1
2024-05-31,周五,0:00-0:30,27
2024-05-31,周五,0:30-1:00,33
2024-05-31,周五,1:00-1:30,7
2024-05-31,周五,1:30-2:00,2
2024-05-31,周五,3:30-4:00,1
2024-06-01,周六,0:00-0:30,22
2024-06-01,周六,0:30-1:00,28
2024-06-01,周六,1:00-1:30,33
2024-06-01,周六,1:30-2:00,7
